Environment_Type,Vertical/Industry,Company_Size,Hypervisor_Type,Storage_Type,Current_IT_Environment,Existing_Compute_Vendor,Existing_Switch_Vendor,Existing_Storage_Vendor,Current_Access_Protocol,Data_Protection_Strategy_Type,Current_Backup_Type,Current_Backup_Software,Existing_Cloud_Provider,AI_Readiness,Dell_Recommended_Server_Model,Dell_Recommended_Networking_Solution,Dell_Recommended_Storage_Product,Dell_Recommended_HCI_Solution,Dell_Recommended_Data_Protection_Solution,Cloud_UseCase_to_APEX_Mapping
Brownfield,Manufacturing,Enterprise,,File,Hybrid NAS Environment,,Dell,,NFS,Backup,Incremental,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Hospitality,Enterprise,,File,Active Archive NAS Environment,,Dell,,NFS,Backup,Incremental,Avamar,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Brownfield,Legal,Enterprise,,File,Active Archive NAS Environment,Dell,Brocade,EMC,NFS,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Brownfield,Manufacturing,Enterprise,,File,Active Archive NAS Environment,,Dell,,NFS,Backup,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Brownfield,Education,Enterprise,,File,Active Archive NAS Environment,Dell,Dell,,NFS,Backup,Incremental,Avamar,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Brownfield,Government,Enterprise,,Block,Mission Critical Environment,Dell,Cisco,EMC,FC/iSCSI,Backup,Full,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerMax,,Dell PowerProtect Data Domain,
Brownfield,IT Services,Mid,,Cloud native,Cloud native Scalable S3 Environments,Dell,Dell,,multiprotocol,Snapshot,Incremental,Druva,GCP,"Moderate, HPC",,,,,,Dell APEX Object Storage
Brownfield,Food & Beverage,Enterprise,,Unified,Business Critical Modern Environment,Dell,Cisco,EMC,FC/iSCSI/NFS/NVMe,Backup,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerStore,,Dell PowerProtect Data Domain,
Greenfield,Healthcare,Mid,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,IT/Research,Enterprise,,File,Extreme performance NAS Environment,Dell,Cisco,EMC,NFS,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Professional Services,Enterprise,,File,Hybrid NAS Environment,Dell,Dell,,NFS,Backup,Differential,Avamar,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Advertising,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,GCP,"Moderate, HPC",,,,,,Dell APEX Object Storage
Brownfield,Healthcare,Enterprise,,File,Extreme performance NAS Environment,Dell,Brocade,EMC,NFS,Backup,Full,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Education,SMB,,Cloud native,Cloud native Scalable S3 Environments,Dell,Arista,,multiprotocol,Backup,Incremental,PowerProtect,GCP,"Moderate, HPC",,,,,,Dell APEX Object Storage
Brownfield,Manufacturing,Enterprise,,Unified,Business Critical Modern Environment,Dell,Dell,,FC/iSCSI/NFS/NVMe,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerStore,,Dell PowerProtect Data Domain,
Greenfield,Public Sector,Mid,,File,Active Archive NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Brownfield,Food & Beverage,Enterprise,,File,Hybrid NAS Environment,Dell,Dell,,NFS,Backup,Incremental,Avamar,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Engineering,Mid,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,IT Hosting,Mid,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,AWS/Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Finance,Large,,Block,Mission Critical Environment,,,,FC/iSCSI,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerMax,,Dell PowerProtect Data Domain,
Brownfield,Insurance,Enterprise,,File,Hybrid NAS Environment,Dell,Dell,,NFS,Backup,Incremental,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Life Sciences,Enterprise,,File,Active Archive NAS Environment,,Dell,,NFS,Backup,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Greenfield,Public Sector,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Snapshot,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Biotechnology,Enterprise,,File,Hybrid NAS Environment,Dell,Arista,IBM,NFS,Backup,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Logistics,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Brownfield,Legal,Enterprise,,File,Extreme performance NAS Environment,Dell,Brocade,EMC,NFS,Backup,Full,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Healthcare,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Greenfield,Hospitality,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Snapshot,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,Food & Beverage,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Government,Enterprise,,File,Active Archive NAS Environment,Dell,Arista,,NFS,Backup,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Brownfield,Public Sector,Enterprise,,Unified,Business Critical Modern Environment,Dell,Dell,Dell,FC/iSCSI/NFS/NVMe,Backup,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerStore,,Dell PowerProtect Data Domain,
Greenfield,Legal,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Brownfield,IT/AI,Enterprise,,File,Extreme performance NAS Environment,Dell,Brocade,EMC,NFS,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Biotech,Mid,,File,Extreme performance NAS Environment,Dell,Cisco,,NFS,Snapshot,Incremental,PowerProtect,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,Legal,Mid,,File,Active Archive NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Brownfield,Media,Enterprise,,File,Active Archive NAS Environment,Dell,Brocade,EMC,NFS,Archive,Full,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Brownfield,Education,Enterprise,,File,Extreme performance NAS Environment,Dell,Dell,,NFS,Backup,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Energy,Mid,,File,Active Archive NAS Environment,Dell,Dell,IBM,NFS,Archive,Full,Commvault,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Greenfield,Professional Services,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Food & Beverage,Enterprise,,File,Active Archive NAS Environment,Dell,Dell,,NFS,Archive,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Greenfield,Healthcare,Mid,,File,Active Archive NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Greenfield,Utilities,Enterprise,,Block,Mission Critical Environment,,,,FC/iSCSI,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerMax,,Dell PowerProtect Data Domain,
Greenfield,Engineering,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Brownfield,Media,Enterprise,,Object,S3 Environment,Dell,Dell,EMC,S3,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell PowerProtect Data Domain,
Greenfield,Logistics,Mid,,File,Active Archive NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Brownfield,Healthcare,Enterprise,,File,Active Archive NAS Environment,DELL,Dell,EMC,NFS,Archive,Full,Avamar,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Greenfield,Education,Mid,,File,Extreme performance NAS Environment,,,,NFS,Snapshot,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Legal,Enterprise,,Block,Mission Critical Environment,IBM,Broca,EMC,FC/iSCSI,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerMax,,Dell PowerProtect Data Domain,
Brownfield,Public Sector,Enterprise,,File,Hybrid NAS Environment,Dell,Juniper,,NFS,Snapshot,Incremental,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Professional Services,Enterprise,,Unified,Business Critical Modern Environment,Dell,Dell,,FC/iSCSI/NFS/NVMe,Backup,Full,Data Domain,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerStore,,Dell PowerProtect Data Domain,
Brownfield,Healthcare,Mid,,File,Extreme performance NAS Environment,Dell,Dell,,NFS,Backup,Incremental,PowerProtect,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Education,Mid,,File,Hybrid NAS Environment,Dell,Cisco,,NFS,Snapshot,Incremental,Avamar,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,Public Sector,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Finance,Mid,,Unified,Balanced Performance Environments,Dell,Dell,EMC,FC/iSCSI/NFS/NVMe,Backup,Full,Druva,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell Unity XT,,Dell PowerProtect Data Domain,
Greenfield,Healthcare,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Archive,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Brownfield,Education,Enterprise,,File,Extreme performance NAS Environment,Dell,Dell,,NFS,Backup,Full,Avamar,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Legal,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Brownfield,Government,Enterprise,,File,Hybrid NAS Environment,Dell,Cisco,,NFS,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Finance,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Media,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Archive,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Brownfield,Research,Enterprise,,File,Extreme performance NAS Environment,Dell,Dell,,NFS,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Healthcare,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Archive,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Greenfield,Hospitality,Mid,,File,Extreme performance NAS Environment,,,,NFS,Snapshot,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,Legal,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Archive,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Greenfield,Education,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Manufacturing,Enterprise,,File,Extreme performance NAS Environment,Dell,Cisco,,NFS,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,IT/Automation,Mid,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,AWS,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Healthcare,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Archive,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Greenfield,Healthcare,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Snapshot,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,Education,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Greenfield,Pharma,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Logistics,Mid,,File,Active Archive NAS Environment,QNAP,Dell,NETGEAR,NFS,Backup,Differential,Veeam,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Greenfield,Government,Mid,,Unified,Balanced Performance Environments,,,,FC/iSCSI/NFS/NVMe,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell Unity XT,,Dell PowerProtect Data Domain,
Greenfield,Healthcare,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Archive,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Greenfield,Education,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Public Sector,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Archive,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Brownfield,Retail,Enterprise,,File,Hybrid NAS Environment,Dell,Dell,,NFS,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Oil & Gas,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Archive,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Brownfield,Pharma,Enterprise,,File,Extreme performance NAS Environment,Dell,Dell,EMC,NFS,Backup,Full,Data Domain,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Education,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Media,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Healthcare,Enterprise,,File,Hybrid NAS Environment,Dell,Dell,NetApp,NFS,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Education,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Archive,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Greenfield,Professional Services,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Retail,Mid,,Unified,Balanced Performance Environments,Dell,Dell,NetApp,FC/iSCSI/NFS/NVMe,Backup,Full,Druva,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell Unity XT,,Dell PowerProtect Data Domain,
Greenfield,Finance,Mid,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Hospitality,Mid,,File,Extreme performance NAS Environment,Dell,Cisco,Dell,NFS,Backup,Incremental,Avamar,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Healthcare,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Retail,Enterprise,,File,Active Archive NAS Environment,Dell,Dell,IBM,NFS,Archive,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Greenfield,Media,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Government,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Pharma,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Archive,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Brownfield,Finance,Mid,,File,Hybrid NAS Environment,Dell,Dell,,NFS,Snapshot,Incremental,PowerProtect,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Healthcare,Enterprise,,File,Active Archive NAS Environment,Dell,Arista,WD,NFS,Archive,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Brownfield,Retail,Enterprise,,File,Extreme performance NAS Environment,Dell,Dell,,NFS,Backup,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Legal,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Brownfield,Education,Enterprise,,File,Extreme performance NAS Environment,Dell,Juniper,,NFS,Backup,Full,Avamar,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Legal,Enterprise,,File,Hybrid NAS Environment,Lenovo,Dell,EMC,NFS,Backup,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Finance,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Education,Mid,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Government,Enterprise,,File,Hybrid NAS Environment,,Juniper,,NFS,Archive,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell Data Protection Suite for Archive,
Greenfield,Retail,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Snapshot,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,Healthcare,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Corporate,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Hospitality,Enterprise,,File,Hybrid NAS Environment,,Dell,QNAP,NFS,Backup,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Media,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Government,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Professional,Enterprise,,File,Hybrid NAS Environment,,Cisco,,NFS,Backup,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Corporate,Mid,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Consultancy,Enterprise,,File,Hybrid NAS Environment,Dell,Brocade,EMC,NFS,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
